t_day,cake_solids_pct,target_pct,wet_cake_m3d,filtrate_m3d,filtrate_tss,dry_solids_kgd,overflow_tss,thickened_pct,track
0.47916667,28.00000000,28.00000000,12.53890717,38.64030578,1854.30463576,3510.89400823,219.01919889,7.00000000,healthy
0.48958333,28.00000000,28.00000000,12.57552603,38.75315164,1854.30463576,3521.14728778,219.75722056,7.00000000,healthy
0.50000000,28.00000000,28.00000000,12.60403992,38.84102099,1854.30463576,3529.13117826,220.33235171,7.00000000,healthy
0.51041667,28.00000000,28.00000000,12.62363192,38.90139631,1854.30463576,3534.61693629,220.72775893,7.00000000,healthy
0.52083333,28.00000000,28.00000000,12.63447089,38.93479805,1854.30463576,3537.65184916,220.94659350,7.00000000,healthy
0.53125000,28.00000000,28.00000000,12.63762574,38.94452014,1854.30463576,3538.53520724,221.01029958,7.00000000,healthy
0.54166667,28.00000000,28.00000000,12.63435096,38.93442847,1854.30463576,3537.61826871,220.94417184,7.00000000,healthy
0.55208333,28.00000000,28.00000000,12.62631678,38.90967009,1854.30463576,3535.36869946,220.78195995,7.00000000,healthy
0.56250000,28.00000000,28.00000000,12.61537133,38.87594023,1854.30463576,3532.30397337,220.56102007,7.00000000,healthy
0.57291667,28.00000000,28.00000000,12.60301719,38.83786931,1854.30463576,3528.84481431,220.31171612,7.00000000,healthy
0.58333333,28.00000000,28.00000000,12.59018749,38.79833289,1854.30463576,3525.25249837,220.05289525,7.00000000,healthy
0.59375000,28.00000000,28.00000000,12.57749546,38.75922069,1854.30463576,3521.69872760,219.79693143,7.00000000,healthy
0.60416667,28.00000000,28.00000000,12.56523893,38.72145057,1854.30463576,3518.26689983,219.54982610,7.00000000,healthy
0.61458333,28.00000000,28.00000000,12.55358008,38.68552229,1854.30463576,3515.00242249,219.31483942,7.00000000,healthy
0.62500000,28.00000000,28.00000000,12.54270663,38.65201432,1854.30463576,3511.95785716,219.09574304,7.00000000,healthy
0.63541667,28.00000000,28.00000000,12.53269616,38.62116573,1854.30463576,3509.15492568,218.89408687,7.00000000,healthy
0.64583333,28.00000000,28.00000000,12.52353910,38.59294701,1854.30463576,3506.59094690,218.70966532,7.00000000,healthy
0.65625000,28.00000000,28.00000000,12.51545058,38.56802118,1854.30463576,3504.32616254,218.54679853,7.00000000,healthy
0.66666667,28.00000000,28.00000000,12.50921577,38.54880779,1854.30463576,3502.58041629,218.42127916,7.00000000,healthy
0.67708333,28.00000000,28.00000000,12.50564975,38.53781863,1854.30463576,3501.58193081,218.34949653,7.00000000,healthy
0.68750000,28.00000000,28.00000000,12.50493369,38.53561197,1854.30463576,3501.38143211,218.33508313,7.00000000,healthy
0.69791667,28.00000000,28.00000000,12.50751292,38.54356022,1854.30463576,3502.10361720,218.38700057,7.00000000,healthy
0.70833333,28.00000000,28.00000000,12.51364718,38.56246374,1854.30463576,3503.82120914,218.51049035,7.00000000,healthy
0.71875000,28.00000000,28.00000000,12.52285171,38.59082874,1854.30463576,3506.39847899,218.69582318,7.00000000,healthy
0.72916667,28.00000000,28.00000000,12.53499227,38.62824149,1854.30463576,3509.79783629,218.94033654,7.00000000,healthy
0.73958333,28.00000000,28.00000000,12.55001916,38.67454883,1854.30463576,3514.00536356,219.24308155,7.00000000,healthy
0.75000000,28.00000000,28.00000000,12.56766985,38.72894179,1854.30463576,3518.94755854,219.59883036,7.00000000,healthy
0.76041667,28.00000000,28.00000000,12.58868249,38.79369502,1854.30463576,3524.83109724,220.02253927,7.00000000,healthy
0.77083333,28.00000000,28.00000000,12.61369953,38.87078834,1854.30463576,3531.83586753,220.52727895,7.00000000,healthy
0.78125000,28.00000000,28.00000000,12.64227282,38.95884073,1854.30463576,3539.83638949,221.10414730,7.00000000,healthy
0.79166667,28.00000000,28.00000000,12.67320104,39.05415014,1854.30463576,3548.49629121,221.72901449,7.00000000,healthy
0.80208333,28.00000000,28.00000000,12.70450097,39.15060503,1854.30463576,3557.26027142,222.36187373,7.00000000,healthy
0.81250000,28.00000000,28.00000000,12.73470181,39.24367291,1854.30463576,3565.71650563,222.97297049,7.00000000,healthy
0.82291667,28.00000000,28.00000000,12.76324116,39.33162072,1854.30463576,3573.70752523,223.55086402,7.00000000,healthy
0.83333333,28.00000000,28.00000000,12.79005812,39.41426073,1854.30463576,3581.21627252,224.09424932,7.00000000,healthy
0.84375000,28.00000000,28.00000000,12.81523989,39.49186171,1854.30463576,3588.26716983,224.60482691,7.00000000,healthy
0.85416667,28.00000000,28.00000000,12.83888126,39.56471571,1854.30463576,3594.88675203,225.08445882,7.00000000,healthy
0.86458333,28.00000000,28.00000000,12.86103200,39.63297615,1854.30463576,3601.08895866,225.53410177,7.00000000,healthy
0.87500000,28.00000000,28.00000000,12.88165215,39.69651988,1854.30463576,3606.86260074,225.95289477,7.00000000,healthy
0.88541667,28.00000000,28.00000000,12.90056614,39.75480586,1854.30463576,3612.15851887,226.33722243,7.00000000,healthy
0.89583333,28.00000000,28.00000000,12.91757862,39.80723206,1854.30463576,3616.92201243,226.68306431,7.00000000,healthy
0.90625000,28.00000000,28.00000000,12.93248016,39.85315315,1854.30463576,3621.09444472,226.98611240,7.00000000,healthy
0.91666667,28.00000000,28.00000000,12.94490465,39.89144087,1854.30463576,3624.57330284,227.23887032,7.00000000,healthy
0.92708333,28.00000000,28.00000000,12.95450425,39.92102330,1854.30463576,3627.26118972,227.43421274,7.00000000,healthy
0.93750000,28.00000000,28.00000000,12.96106742,39.94124858,1854.30463576,3629.09887805,227.56779344,7.00000000,healthy
