t_day,cake_solids_pct,target_pct,wet_cake_m3d,filtrate_m3d,filtrate_tss,dry_solids_kgd,overflow_tss,thickened_pct,track
66.60416667,28.00000000,28.00000000,13.23518387,40.78597479,1854.30463576,3705.85148436,233.16621538,7.00000000,healthy
66.61458333,28.00000000,28.00000000,13.20438439,40.69106209,1854.30463576,3697.22762788,232.53529478,7.00000000,healthy
66.62500000,28.00000000,28.00000000,13.17431024,40.59838462,1854.30463576,3688.80686762,231.91969481,7.00000000,healthy
66.63541667,28.00000000,28.00000000,13.14603314,40.51124499,1854.30463576,3680.88928009,231.34129534,7.00000000,healthy
66.64583333,28.00000000,28.00000000,13.12042673,40.43233542,1854.30463576,3673.71948361,230.81787143,7.00000000,healthy
66.65625000,28.00000000,28.00000000,13.09806567,40.36342687,1854.30463576,3667.45838855,230.36105629,7.00000000,healthy
66.66666667,28.00000000,28.00000000,13.07932862,40.30568617,1854.30463576,3662.21201484,229.97846976,7.00000000,healthy
66.67708333,28.00000000,28.00000000,13.06435443,40.25954119,1854.30463576,3658.01923956,229.67284268,7.00000000,healthy
66.68750000,28.00000000,28.00000000,13.05305232,40.22471226,1854.30463576,3654.85465026,229.44223851,7.00000000,healthy
66.69791667,28.00000000,28.00000000,13.04523585,40.20062477,1854.30463576,3652.66603900,229.28279154,7.00000000,healthy
66.70833333,28.00000000,28.00000000,13.04062059,40.18640222,1854.30463576,3651.37376446,229.18865982,7.00000000,healthy
66.71875000,28.00000000,28.00000000,13.03882938,40.18088238,1854.30463576,3650.87222665,229.15212974,7.00000000,healthy
66.72916667,28.00000000,28.00000000,13.03948985,40.18291769,1854.30463576,3651.05715697,229.16559916,7.00000000,healthy
66.73958333,28.00000000,28.00000000,13.04226524,40.19147043,1854.30463576,3651.83426698,229.22220247,7.00000000,healthy
66.75000000,28.00000000,28.00000000,13.04691352,40.20579474,1854.30463576,3653.13578659,229.31701149,7.00000000,healthy
66.76041667,28.00000000,28.00000000,13.05340056,40.22578541,1854.30463576,3654.95215737,229.44934291,7.00000000,healthy
66.77083333,28.00000000,28.00000000,13.06174560,40.25150173,1854.30463576,3657.28876670,229.61960731,7.00000000,healthy
66.78125000,28.00000000,28.00000000,13.07192386,40.28286741,1854.30463576,3660.13868126,229.82732264,7.00000000,healthy
66.79166667,28.00000000,28.00000000,13.08395712,40.31994949,1854.30463576,3663.50799322,230.07296127,7.00000000,healthy
66.80208333,28.00000000,28.00000000,13.09777495,40.36253098,1854.30463576,3667.37698728,230.35511883,7.00000000,healthy
66.81250000,28.00000000,28.00000000,13.11293851,40.40925950,1854.30463576,3671.62278331,230.66486627,7.00000000,healthy
66.82291667,28.00000000,28.00000000,13.12876397,40.45802775,1854.30463576,3676.05391205,230.98825783,7.00000000,healthy
66.83333333,28.00000000,28.00000000,13.14460307,40.50683803,1854.30463576,3680.48885912,231.31205430,7.00000000,healthy
66.84375000,28.00000000,28.00000000,13.15997464,40.55420757,1854.30463576,3684.79289975,231.62641410,7.00000000,healthy
66.85416667,28.00000000,28.00000000,13.17456763,40.59917778,1854.30463576,3688.87893515,231.92496137,7.00000000,healthy
66.86458333,28.00000000,28.00000000,13.18820183,40.64119340,1854.30463576,3692.69651291,232.20399075,7.00000000,healthy
66.87500000,28.00000000,28.00000000,13.20077564,40.67994126,1854.30463576,3696.21717927,232.46140180,7.00000000,healthy
66.88541667,28.00000000,28.00000000,13.21219779,40.71514012,1854.30463576,3699.41538045,232.69530521,7.00000000,healthy
66.89583333,28.00000000,28.00000000,13.22236827,40.74648181,1854.30463576,3702.26311540,232.90363240,7.00000000,healthy
66.90625000,28.00000000,28.00000000,13.23120592,40.77371621,1854.30463576,3704.73765818,233.08470100,7.00000000,healthy
66.91666667,28.00000000,28.00000000,13.23865537,40.79667268,1854.30463576,3706.82350452,233.23735835,7.00000000,healthy
66.92708333,28.00000000,28.00000000,13.24469719,40.81529135,1854.30463576,3708.51521424,233.36119053,7.00000000,healthy
66.93750000,28.00000000,28.00000000,13.24936162,40.82966541,1854.30463576,3709.82125404,233.45680451,7.00000000,healthy
66.94791667,28.00000000,28.00000000,13.25264582,40.83978611,1854.30463576,3710.74083025,233.52413245,7.00000000,healthy
66.95833333,28.00000000,28.00000000,13.25420254,40.84458333,1854.30463576,3711.17671008,233.55604785,7.00000000,healthy
66.96875000,28.00000000,28.00000000,13.25336840,40.84201283,1854.30463576,3710.94315243,233.53894645,7.00000000,healthy
66.97916667,28.00000000,28.00000000,13.24942687,40.82986646,1854.30463576,3709.83952228,233.45814199,7.00000000,healthy
66.98958333,28.00000000,28.00000000,13.24196011,40.80685666,1854.30463576,3707.74882987,233.30508934,7.00000000,healthy
67.00000000,28.00000000,28.00000000,13.23099511,40.77306656,1854.30463576,3704.67863010,233.08038131,7.00000000,healthy
67.01041667,28.00000000,28.00000000,13.21684797,40.72947027,1854.30463576,3700.71743113,232.79055077,7.00000000,healthy
67.02083333,28.00000000,28.00000000,13.20004303,40.67768363,1854.30463576,3696.01204911,232.44640166,7.00000000,healthy
67.03125000,28.00000000,28.00000000,13.18124852,40.61976584,1854.30463576,3690.74958494,232.06167673,7.00000000,healthy
67.04166667,28.00000000,28.00000000,13.16115956,40.55785905,1854.30463576,3685.12467657,231.65065146,7.00000000,healthy
67.05208333,28.00000000,28.00000000,13.14044260,40.49401699,1854.30463576,3679.32392766,231.22699016,7.00000000,healthy
67.06250000,28.00000000,28.00000000,13.11970524,40.43011205,1854.30463576,3673.51746616,230.80312813,7.00000000,healthy
67.07291667,28.00000000,28.00000000,13.09948410,40.36779795,1854.30463576,3667.85554921,230.39002602,7.00000000,healthy
67.08333333,28.00000000,28.00000000,13.08022265,40.30844124,1854.30463576,3662.46234309,229.99672069,7.00000000,healthy
67.09375000,28.00000000,28.00000000,13.06227252,40.25312551,1854.30463576,3657.43630498,229.63035932,7.00000000,healthy
67.10416667,28.00000000,28.00000000,13.04592977,40.20276317,1854.30463576,3652.86033591,229.29694542,7.00000000,healthy
67.11458333,28.00000000,28.00000000,13.03137237,40.15790261,1854.30463576,3648.78426339,229.00006783,7.00000000,healthy
67.12500000,28.00000000,28.00000000,13.01857933,40.11847915,1854.30463576,3645.20221190,228.73925965,7.00000000,healthy
67.13541667,28.00000000,28.00000000,13.00731242,40.08375869,1854.30463576,3642.04747815,228.50963231,7.00000000,healthy
67.14583333,28.00000000,28.00000000,12.99723931,40.05271707,1854.30463576,3639.22700819,228.30438929,7.00000000,healthy
67.15625000,28.00000000,28.00000000,12.98802904,40.02433438,1854.30463576,3636.64813050,228.11677122,7.00000000,healthy
67.16666667,28.00000000,28.00000000,12.97935030,39.99758971,1854.30463576,3634.21808471,227.94001981,7.00000000,healthy
67.17708333,28.00000000,28.00000000,12.97093591,39.97165964,1854.30463576,3631.86205437,227.76868799,7.00000000,healthy
67.18750000,28.00000000,28.00000000,12.96260788,39.94599573,1854.30463576,3629.53020765,227.59914971,7.00000000,healthy
67.19791667,28.00000000,28.00000000,12.95423881,39.92020532,1854.30463576,3627.18686752,227.42881075,7.00000000,healthy
67.20833333,28.00000000,28.00000000,12.94577850,39.89413376,1854.30463576,3624.81798103,227.25665042,7.00000000,healthy
67.21875000,28.00000000,28.00000000,12.93725840,39.86787792,1854.30463576,3622.43235172,227.08330947,7.00000000,healthy
67.22916667,28.00000000,28.00000000,12.92875225,39.84166510,1854.30463576,3620.05063068,226.91028869,7.00000000,healthy
67.23958333,28.00000000,28.00000000,12.92033864,39.81573744,1854.30463576,3617.69481902,226.73918568,7.00000000,healthy
67.25000000,28.00000000,28.00000000,12.91202957,39.79013194,1854.30463576,3615.36827966,226.57024343,7.00000000,healthy
67.26041667,28.00000000,28.00000000,12.90298617,39.76226350,1854.30463576,3612.83612727,226.38640973,7.00000000,healthy
67.27083333,28.00000000,28.00000000,12.89141084,39.72659258,1854.30463576,3609.59503425,226.15116667,7.00000000,healthy
67.28125000,28.00000000,28.00000000,12.87668221,39.68120437,1854.30463576,3605.47101915,225.85193656,7.00000000,healthy
67.29166667,28.00000000,28.00000000,12.85952848,39.62834288,1854.30463576,3600.66797551,225.50357391,7.00000000,healthy
67.30208333,28.00000000,28.00000000,12.84138578,39.57243372,1854.30463576,3595.58801747,225.13528638,7.00000000,healthy
67.31250000,28.00000000,28.00000000,12.82372288,39.51800315,1854.30463576,3590.64240530,224.77689621,7.00000000,healthy
67.32291667,28.00000000,28.00000000,12.80823619,39.47027888,1854.30463576,3586.30613408,224.46279049,7.00000000,healthy
67.33333333,28.00000000,28.00000000,12.79649186,39.43408716,1854.30463576,3583.01772036,224.22466781,7.00000000,healthy
67.34375000,28.00000000,28.00000000,12.78915028,39.41146311,1854.30463576,3580.96207888,224.07584825,7.00000000,healthy
67.35416667,28.00000000,28.00000000,12.78733804,39.40587846,1854.30463576,3580.45465210,224.03911686,7.00000000,healthy
67.36458333,28.00000000,28.00000000,12.79132084,39.41815199,1854.30463576,3581.56983640,224.11984448,7.00000000,healthy
67.37500000,28.00000000,28.00000000,12.79984739,39.44442768,1854.30463576,3583.95726990,224.29269606,7.00000000,healthy
67.38541667,28.00000000,28.00000000,12.81227390,39.48272160,1854.30463576,3587.43669119,224.54467296,7.00000000,healthy
67.39583333,28.00000000,28.00000000,12.82866479,39.53323232,1854.30463576,3592.02614150,224.87715479,7.00000000,healthy
67.40625000,28.00000000,28.00000000,12.84923190,39.59661259,1854.30463576,3597.78493159,225.29453845,7.00000000,healthy
67.41666667,28.00000000,28.00000000,12.87426739,39.67376276,1854.30463576,3604.79486828,225.80288676,7.00000000,healthy
67.42708333,28.00000000,28.00000000,12.90375113,39.76462083,1854.30463576,3613.05031602,226.40195820,7.00000000,healthy
67.43750000,28.00000000,28.00000000,12.93678427,39.86641683,1854.30463576,3622.29959574,227.07366442,7.00000000,healthy
67.44791667,28.00000000,28.00000000,12.97173328,39.97411683,1854.30463576,3632.08531721,227.78492226,7.00000000,healthy
67.45833333,28.00000000,28.00000000,13.00696084,40.08267524,1854.30463576,3641.94903478,228.50246782,7.00000000,healthy
67.46875000,28.00000000,28.00000000,13.04124268,40.18831928,1854.30463576,3651.54795028,229.20134722,7.00000000,healthy
67.47916667,28.00000000,28.00000000,13.07381193,40.28868575,1854.30463576,3660.66734130,229.86585962,7.00000000,healthy
67.48958333,28.00000000,28.00000000,13.10425869,40.38251147,1854.30463576,3669.19243248,230.48754851,7.00000000,healthy
67.50000000,28.00000000,28.00000000,13.13240604,40.46925126,1854.30463576,3677.07369034,231.06270088,7.00000000,healthy
67.51041667,28.00000000,28.00000000,13.15818895,40.54870471,1854.30463576,3684.29290479,231.58988921,7.00000000,healthy
67.52083333,28.00000000,28.00000000,13.18158971,40.62081726,1854.30463576,3690.84511752,232.06865928,7.00000000,healthy
67.53125000,28.00000000,28.00000000,13.20263083,40.68565827,1854.30463576,3696.73663202,232.49938798,7.00000000,healthy
67.54166667,28.00000000,28.00000000,13.22136780,40.74339873,1854.30463576,3701.98298397,232.88313696,7.00000000,healthy
67.55208333,28.00000000,28.00000000,13.23788729,40.79430573,1854.30463576,3706.60844156,233.22161719,7.00000000,healthy
67.56250000,28.00000000,28.00000000,13.25231258,40.83875916,1854.30463576,3710.64752126,233.51730046,7.00000000,healthy
67.57291667,28.00000000,28.00000000,13.26478670,40.87719982,1854.30463576,3714.14027506,233.77307447,7.00000000,healthy
67.58333333,28.00000000,28.00000000,13.27545084,40.91006280,1854.30463576,3717.12623573,233.99179849,7.00000000,healthy
67.59375000,28.00000000,28.00000000,13.28443478,40.93774799,1854.30463576,3719.64173791,234.17610572,7.00000000,healthy
67.60416667,28.00000000,28.00000000,13.29183555,40.96055445,1854.30463576,3721.71395372,234.32796469,7.00000000,healthy
67.61458333,28.00000000,28.00000000,13.29772248,40.97869579,1854.30463576,3723.36229311,234.44878038,7.00000000,healthy
67.62500000,28.00000000,28.00000000,13.30217693,40.99242278,1854.30463576,3724.60954037,234.54020953,7.00000000,healthy
67.63541667,28.00000000,28.00000000,13.30532503,41.00212407,1854.30463576,3725.49100802,234.60483136,7.00000000,healthy
67.64583333,28.00000000,28.00000000,13.30734088,41.00833619,1854.30463576,3726.05544726,234.64621396,7.00000000,healthy
67.65625000,28.00000000,28.00000000,13.30842356,41.01167262,1854.30463576,3726.35859818,234.66844072,7.00000000,healthy
67.66666667,28.00000000,28.00000000,13.30876323,41.01271936,1854.30463576,3726.45370566,234.67541403,7.00000000,healthy
67.67708333,28.00000000,28.00000000,13.30851919,41.01196731,1854.30463576,3726.38537382,234.67040391,7.00000000,healthy
67.68750000,28.00000000,28.00000000,13.30781734,41.00980445,1854.30463576,3726.18885488,234.65599522,7.00000000,healthy
67.69791667,28.00000000,28.00000000,13.30675890,41.00654274,1854.30463576,3725.89249245,234.63426651,7.00000000,healthy
67.70833333,28.00000000,28.00000000,13.30543830,41.00247312,1854.30463576,3725.52272358,234.60715658,7.00000000,healthy
67.71875000,28.00000000,28.00000000,13.30395971,40.99791667,1854.30463576,3725.10871999,234.57680459,7.00000000,healthy
67.72916667,28.00000000,28.00000000,13.30245995,40.99329496,1854.30463576,3724.68878729,234.54601905,7.00000000,healthy
67.73958333,28.00000000,28.00000000,13.30110050,40.98910561,1854.30463576,3724.30813924,234.51811448,7.00000000,healthy
67.75000000,28.00000000,28.00000000,13.30004075,40.98583985,1854.30463576,3724.01140893,234.49636240,7.00000000,healthy
67.76041667,28.00000000,28.00000000,13.29944254,40.98399641,1854.30463576,3723.84391187,234.48408414,7.00000000,healthy
67.77083333,28.00000000,28.00000000,13.29946159,40.98405510,1854.30463576,3723.84924476,234.48447506,7.00000000,healthy
67.78125000,28.00000000,28.00000000,13.30021885,40.98638869,1854.30463576,3724.06127745,234.50001802,7.00000000,healthy
67.79166667,28.00000000,28.00000000,13.30179529,40.99124671,1854.30463576,3724.50268116,234.53237585,7.00000000,healthy
67.80208333,28.00000000,28.00000000,13.30423063,40.99875154,1854.30463576,3725.18457696,234.58236583,7.00000000,healthy
67.81250000,28.00000000,28.00000000,13.30751708,41.00887917,1854.30463576,3726.10478271,234.64983115,7.00000000,healthy
67.82291667,28.00000000,28.00000000,13.31160421,41.02147420,1854.30463576,3727.24917938,234.73374077,7.00000000,healthy
67.83333333,28.00000000,28.00000000,13.31640751,41.03627621,1854.30463576,3728.59410369,234.83236433,7.00000000,healthy
67.84375000,28.00000000,28.00000000,13.32181429,41.05293792,1854.30463576,3730.10800207,234.94339278,7.00000000,healthy
67.85416667,28.00000000,28.00000000,13.32768518,41.07102983,1854.30463576,3731.75184987,235.06396843,7.00000000,healthy
67.86458333,28.00000000,28.00000000,13.33386198,41.09006447,1854.30463576,3733.48135483,235.19084588,7.00000000,healthy
67.87500000,28.00000000,28.00000000,13.34017743,41.10952637,1854.30463576,3735.24968053,235.32059125,7.00000000,healthy
67.88541667,28.00000000,28.00000000,13.34644449,41.12883915,1854.30463576,3737.00445748,235.44936253,7.00000000,healthy
67.89583333,28.00000000,28.00000000,13.35246099,41.14737979,1854.30463576,3738.68907797,235.57300425,7.00000000,healthy
67.90625000,28.00000000,28.00000000,13.35803433,41.16455476,1854.30463576,3740.24961110,235.68755504,7.00000000,healthy
67.91666667,28.00000000,28.00000000,13.36297382,41.17977645,1854.30463576,3741.63266841,235.78909143,7.00000000,healthy
67.92708333,28.00000000,28.00000000,13.36708994,41.19246084,1854.30463576,3742.78518378,235.87371216,7.00000000,healthy
67.93750000,28.00000000,28.00000000,13.37022403,41.20211895,1854.30463576,3743.66272825,235.93814958,7.00000000,healthy
67.94791667,28.00000000,28.00000000,13.37225341,41.20837275,1854.30463576,3744.23095410,235.97987663,7.00000000,healthy
67.95833333,28.00000000,28.00000000,13.37310016,41.21098214,1854.30463576,3744.46804607,235.99728784,7.00000000,healthy
67.96875000,28.00000000,28.00000000,13.37275507,41.20991870,1854.30463576,3744.37142085,235.99019197,7.00000000,healthy
67.97916667,28.00000000,28.00000000,13.37127737,41.20536496,1854.30463576,3743.95766428,235.95980763,7.00000000,healthy
67.98958333,28.00000000,28.00000000,13.36877757,41.19766151,1854.30463576,3743.25772092,235.90840958,7.00000000,healthy
68.00000000,28.00000000,28.00000000,13.36539415,41.18723502,1854.30463576,3742.31036077,235.83884836,7.00000000,healthy
68.01041667,28.00000000,28.00000000,13.36125161,41.17446925,1854.30463576,3741.15045106,235.75368830,7.00000000,healthy
68.02083333,28.00000000,28.00000000,13.35644401,41.15965398,1854.30463576,3739.80432151,235.65486699,7.00000000,healthy
68.03125000,28.00000000,28.00000000,13.35105249,41.14303929,1854.30463576,3738.29469616,235.54405718,7.00000000,healthy
68.04166667,28.00000000,28.00000000,13.34515382,41.12486177,1854.30463576,3736.64306982,235.42284109,7.00000000,healthy
68.05208333,28.00000000,28.00000000,13.33882764,41.10536680,1854.30463576,3734.87173816,235.29285921,7.00000000,healthy
68.06250000,28.00000000,28.00000000,13.33216473,41.08483418,1854.30463576,3733.00612547,235.15598086,7.00000000,healthy
68.07291667,28.00000000,28.00000000,13.32525838,41.06355134,1854.30463576,3731.07234691,235.01412501,7.00000000,healthy
68.08333333,28.00000000,28.00000000,13.31816420,41.04168967,1854.30463576,3729.08597571,234.86843632,7.00000000,healthy
68.09375000,28.00000000,28.00000000,13.31062052,41.01844282,1854.30463576,3726.97374464,234.71354453,7.00000000,healthy
68.10416667,28.00000000,28.00000000,13.30197329,40.99179523,1854.30463576,3724.55252050,234.53602949,7.00000000,healthy
68.11458333,28.00000000,28.00000000,13.29164580,40.95996971,1854.30463576,3721.66082407,234.32407083,7.00000000,healthy
68.12500000,28.00000000,28.00000000,13.27939256,40.92220971,1854.30463576,3718.22991555,234.07265849,7.00000000,healthy
68.13541667,28.00000000,28.00000000,13.26522007,40.87853530,1854.30463576,3714.26161832,233.78196184,7.00000000,healthy
68.14583333,28.00000000,28.00000000,13.24932971,40.82956707,1854.30463576,3709.81231883,233.45615033,7.00000000,healthy
68.15625000,28.00000000,28.00000000,13.23203029,40.77625662,1854.30463576,3704.96848201,233.10159298,7.00000000,healthy
68.16666667,28.00000000,28.00000000,13.21357735,40.71939143,1854.30463576,3699.80165804,232.72356044,7.00000000,healthy
68.17708333,28.00000000,28.00000000,13.19418921,40.65964431,1854.30463576,3694.37297944,232.32655447,7.00000000,healthy
68.18750000,28.00000000,28.00000000,13.17408752,40.59769828,1854.30463576,3688.74450605,231.91513756,7.00000000,healthy
68.19791667,28.00000000,28.00000000,13.15345539,40.53411763,1854.30463576,3682.96750918,231.49307614,7.00000000,healthy
68.20833333,28.00000000,28.00000000,13.13251200,40.46957779,1854.30463576,3677.10335968,231.06486682,7.00000000,healthy
68.21875000,28.00000000,28.00000000,13.11155660,40.40500094,1854.30463576,3671.23584736,230.63663299,7.00000000,healthy
68.22916667,28.00000000,28.00000000,13.09094500,40.34148357,1854.30463576,3665.46460009,230.21564048,7.00000000,healthy
68.23958333,28.00000000,28.00000000,13.07102635,40.28010162,1854.30463576,3659.88737932,229.80900447,7.00000000,healthy
68.25000000,28.00000000,28.00000000,13.05212502,40.22185465,1854.30463576,3654.59500517,229.42332098,7.00000000,healthy
68.26041667,28.00000000,28.00000000,13.03457426,40.16776966,1854.30463576,3649.68079318,229.06535676,7.00000000,healthy
68.27083333,28.00000000,28.00000000,13.01864127,40.11867003,1854.30463576,3645.21955497,228.74052219,7.00000000,healthy
68.28125000,28.00000000,28.00000000,13.00450631,40.07511129,1854.30463576,3641.26176753,228.45245176,7.00000000,healthy
68.29166667,28.00000000,28.00000000,12.99234704,40.03764087,1854.30463576,3637.85717069,228.20472581,7.00000000,healthy
68.30208333,28.00000000,28.00000000,12.98227501,40.00660258,1854.30463576,3635.03700251,227.99958027,7.00000000,healthy
68.31250000,28.00000000,28.00000000,12.97434230,39.98215690,1854.30463576,3632.81584504,227.83804390,7.00000000,healthy
68.32291667,28.00000000,28.00000000,12.96873640,39.96488156,1854.30463576,3631.24619209,227.72390799,7.00000000,healthy
68.33333333,28.00000000,28.00000000,12.96571152,39.95555998,1854.30463576,3630.39922429,227.66232801,7.00000000,healthy
68.34375000,28.00000000,28.00000000,12.96557694,39.95514528,1854.30463576,3630.36154440,227.65958855,7.00000000,healthy
68.35416667,28.00000000,28.00000000,12.96893934,39.96550693,1854.30463576,3631.30301409,227.72803947,7.00000000,healthy
68.36458333,28.00000000,28.00000000,12.97634935,39.98834188,1854.30463576,3633.37781870,227.87891114,7.00000000,healthy
68.37500000,28.00000000,28.00000000,12.98810947,40.02458223,1854.30463576,3636.67065044,228.11840940,7.00000000,healthy
68.38541667,28.00000000,28.00000000,13.00442158,40.07485016,1854.30463576,3641.23804135,228.45072513,7.00000000,healthy
68.39583333,28.00000000,28.00000000,13.02479337,40.13762856,1854.30463576,3646.94214487,228.86593344,7.00000000,healthy
68.40625000,28.00000000,28.00000000,13.04796776,40.20904349,1854.30463576,3653.43097148,229.33851571,7.00000000,healthy
68.41666667,28.00000000,28.00000000,13.07255941,40.28482594,1854.30463576,3660.31663537,229.84029451,7.00000000,healthy
68.42708333,28.00000000,28.00000000,13.09746752,40.36158360,1854.30463576,3667.29090697,230.34884014,7.00000000,healthy
68.43750000,28.00000000,28.00000000,13.12195087,40.43703227,1854.30463576,3674.14624336,230.84901736,7.00000000,healthy
68.44791667,28.00000000,28.00000000,13.14554583,40.50974328,1854.30463576,3680.75283279,231.33133106,7.00000000,healthy
68.45833333,28.00000000,28.00000000,13.16796663,40.57883594,1854.30463576,3687.03065650,231.78990310,7.00000000,healthy
68.46875000,28.00000000,28.00000000,13.18902832,40.64374032,1854.30463576,3692.92792874,232.22090810,7.00000000,healthy
68.47916667,28.00000000,28.00000000,13.20857350,40.70397139,1854.30463576,3698.40057917,232.62107965,7.00000000,healthy
68.48958333,28.00000000,28.00000000,13.22644891,40.75905685,1854.30463576,3703.40569496,232.98723296,7.00000000,healthy
68.50000000,28.00000000,28.00000000,13.24252816,40.80860720,1854.30463576,3707.90788585,233.31673231,7.00000000,healthy
68.51041667,28.00000000,28.00000000,13.25670625,40.85229886,1854.30463576,3711.87775115,233.60738109,7.00000000,healthy
68.52083333,28.00000000,28.00000000,13.26890320,40.88988536,1854.30463576,3715.29289527,233.85749800,7.00000000,healthy
68.53125000,28.00000000,28.00000000,13.27908720,40.92126873,1854.30463576,3718.14441719,234.06639426,7.00000000,healthy
68.54166667,28.00000000,28.00000000,13.28725751,40.94644661,1854.30463576,3720.43210291,234.23402306,7.00000000,healthy
68.55208333,28.00000000,28.00000000,13.29343497,40.96548327,1854.30463576,3722.16179075,234.36078735,7.00000000,healthy
68.56250000,28.00000000,28.00000000,13.29768126,40.97856879,1854.30463576,3723.35075395,234.44793456,7.00000000,healthy
68.57291667,28.00000000,28.00000000,13.30009702,40.98601328,1854.30463576,3724.02716669,234.49751752,7.00000000,healthy
68.58333333,28.00000000,28.00000000,13.30082730,40.98826372,1854.30463576,3724.23164389,234.51250686,7.00000000,healthy
68.59375000,28.00000000,28.00000000,13.30007469,40.98594446,1854.30463576,3724.02091428,234.49705919,7.00000000,healthy
68.60416667,28.00000000,28.00000000,13.29810312,40.97986880,1854.30463576,3723.46887377,234.45659286,7.00000000,healthy
68.61458333,28.00000000,28.00000000,13.29521317,40.97096304,1854.30463576,3722.65968817,234.39728053,7.00000000,healthy
68.62500000,28.00000000,28.00000000,13.29170301,40.96014601,1854.30463576,3721.67684282,234.32524484,7.00000000,healthy
68.63541667,28.00000000,28.00000000,13.28784574,40.94825933,1854.30463576,3720.59680781,234.24609302,7.00000000,healthy
68.64583333,28.00000000,28.00000000,13.28386670,40.93599740,1854.30463576,3719.48267722,234.16445036,7.00000000,healthy
68.65625000,28.00000000,28.00000000,13.27984254,40.92359641,1854.30463576,3718.35591177,234.08188998,7.00000000,healthy
68.66666667,28.00000000,28.00000000,13.27560706,40.91054419,1854.30463576,3717.16997579,233.99500291,7.00000000,healthy
68.67708333,28.00000000,28.00000000,13.27085604,40.89590330,1854.30463576,3715.83969076,233.89755098,7.00000000,healthy
68.68750000,28.00000000,28.00000000,13.26526609,40.87867714,1854.30463576,3714.27450609,233.78290576,7.00000000,healthy
68.69791667,28.00000000,28.00000000,13.25847926,40.85776263,1854.30463576,3712.37419388,233.64373468,7.00000000,healthy
68.70833333,28.00000000,28.00000000,13.25026336,40.83244423,1854.30463576,3710.07374058,233.47529009,7.00000000,healthy
68.71875000,28.00000000,28.00000000,13.24061057,40.80269787,1854.30463576,3707.37095847,233.27742964,7.00000000,healthy
68.72916667,28.00000000,28.00000000,13.22968061,40.76901577,1854.30463576,3704.31057182,233.05344719,7.00000000,healthy
68.73958333,28.00000000,28.00000000,13.21774918,40.73224748,1854.30463576,3700.96977127,232.80901082,7.00000000,healthy
68.75000000,28.00000000,28.00000000,13.20518370,40.69352529,1854.30463576,3697.45143668,232.55166256,7.00000000,healthy
68.76041667,28.00000000,28.00000000,13.19241900,40.65418916,1854.30463576,3693.87732008,232.29031574,7.00000000,healthy
68.77083333,28.00000000,28.00000000,13.17988275,40.61555705,1854.30463576,3690.36717017,232.03372634,7.00000000,healthy
68.78125000,28.00000000,28.00000000,13.16797202,40.57885255,1854.30463576,3687.03216573,231.79001337,7.00000000,healthy
68.79166667,28.00000000,28.00000000,13.15711297,40.54538896,1854.30463576,3683.99163255,231.56788189,7.00000000,healthy
68.80208333,28.00000000,28.00000000,13.14769262,40.51635889,1854.30463576,3681.35393314,231.37522828,7.00000000,healthy
68.81250000,28.00000000,28.00000000,13.14002455,40.49272871,1854.30463576,3679.20687342,231.21844326,7.00000000,healthy
68.82291667,28.00000000,28.00000000,13.13447051,40.47561319,1854.30463576,3677.65174181,231.10490118,7.00000000,healthy
68.83333333,28.00000000,28.00000000,13.13135925,40.46602544,1854.30463576,3676.78058979,231.04130408,7.00000000,healthy
68.84375000,28.00000000,28.00000000,13.13093724,40.46472496,1854.30463576,3676.66242643,231.03267812,7.00000000,healthy
68.85416667,28.00000000,28.00000000,13.13349687,40.47261282,1854.30463576,3677.37912475,231.08499867,7.00000000,healthy
68.86458333,28.00000000,28.00000000,13.13913822,40.48999737,1854.30463576,3678.95870174,231.20032289,7.00000000,healthy
68.87500000,28.00000000,28.00000000,13.14742206,40.51552511,1854.30463576,3681.27817553,231.36969571,7.00000000,healthy
68.88541667,28.00000000,28.00000000,13.15751352,40.54662331,1854.30463576,3684.10378694,231.57607447,7.00000000,healthy
68.89583333,28.00000000,28.00000000,13.16853823,40.58059740,1854.30463576,3687.19070398,231.80159729,7.00000000,healthy
68.90625000,28.00000000,28.00000000,13.17978261,40.61524845,1854.30463576,3690.33913060,232.03167698,7.00000000,healthy
68.91666667,28.00000000,28.00000000,13.19072607,40.64897216,1854.30463576,3693.40329848,232.25566048,7.00000000,healthy
68.92708333,28.00000000,28.00000000,13.20101402,40.68067584,1854.30463576,3696.28392445,232.46628260,7.00000000,healthy
68.93750000,28.00000000,28.00000000,13.21042515,40.70967752,1854.30463576,3698.91904334,232.65900082,7.00000000,healthy
68.94791667,28.00000000,28.00000000,13.21883406,40.73559068,1854.30463576,3701.27353693,232.83123347,7.00000000,healthy
68.95833333,28.00000000,28.00000000,13.22619238,40.75826631,1854.30463576,3703.33386647,232.98197714,7.00000000,healthy
68.96875000,28.00000000,28.00000000,13.23252379,40.77777741,1854.30463576,3705.10666233,233.11170536,7.00000000,healthy
68.97916667,28.00000000,28.00000000,13.23791885,40.79440298,1854.30463576,3706.61727696,233.22226387,7.00000000,healthy
68.98958333,28.00000000,28.00000000,13.24251051,40.80855279,1854.30463576,3707.90294232,233.31637044,7.00000000,healthy
69.00000000,28.00000000,28.00000000,13.24643252,40.82063900,1854.30463576,3709.00110628,233.39676095,7.00000000,healthy
69.01041667,28.00000000,28.00000000,13.24977782,40.83094797,1854.30463576,3709.93778927,233.46533648,7.00000000,healthy
