score_source,event_machine,threshold,score_minutes,alarm_events,timely,late,miss,false_alarm_events,false_alarm_fraction_of_alarm_events,false_alarms_per_all_stable_hour,false_alarms_per_running_hour,tia_h_all_stable,tia_h_running,alarm_minutes_all_stable,alarm_minutes_running,healthy_all_stable_minutes,healthy_running_minutes
C:\Users\boyi\Desktop\BEWG_PdM\results\2026-09-16\dsh\metropt3_score_minutes_dsh.csv.gz,C:\Users\boyi\Desktop\BEWG_PdM\src\codex\2026-09-16_01_metropt3_baseline.py,2.395,252720,205,2,1,1,201,0.9804878048780488,0.1252726706138984,0.2795808605341247,0.11641217409369482,0.13142155044510387,11207,5669,96270,43136
