file,method,quantile,events,hits,fp_events,healthy_hours,alarm_healthy,recall,fp_per_hour,tia,delay
valve1\11.csv,F0,0.999,1,0,0,0.07277777777777777,0.0,0.0,0.0,0.0,
valve1\11.csv,F2,0.9,1,1,0,0.07277777777777777,0.0,1.0,0.0,0.0,169.0
valve1\11.csv,F2,0.99,1,1,0,0.07277777777777777,6.0,1.0,0.0,0.022900763358778626,366.0
valve1\11.csv,F2,0.995,1,1,0,0.07277777777777777,6.0,1.0,0.0,0.022900763358778626,366.0
valve1\11.csv,F2,0.999,1,1,0,0.07277777777777777,6.0,1.0,0.0,0.022900763358778626,366.0
valve1\11.csv,F3,0.9,1,0,0,0.07277777777777777,0.0,0.0,0.0,0.0,
valve1\11.csv,F3,0.99,1,0,0,0.07277777777777777,0.0,0.0,0.0,0.0,
valve1\11.csv,F3,0.995,1,0,0,0.07277777777777777,0.0,0.0,0.0,0.0,
valve1\11.csv,F3,0.999,1,0,0,0.07277777777777777,0.0,0.0,0.0,0.0,
valve1\12.csv,F0,0.9,1,0,0,0.0725,0.0,0.0,0.0,0.0,
valve1\12.csv,F0,0.99,1,0,0,0.0725,0.0,0.0,0.0,0.0,
valve1\12.csv,F0,0.995,1,0,0,0.0725,0.0,0.0,0.0,0.0,
valve1\12.csv,F0,0.999,1,0,0,0.0725,0.0,0.0,0.0,0.0,
valve1\12.csv,F2,0.9,1,1,1,0.0725,60.99999999999999,1.0,13.793103448275863,0.23371647509578544,11.0
valve1\12.csv,F2,0.99,1,1,1,0.0725,48.0,1.0,13.793103448275863,0.1839080459770115,13.0
valve1\12.csv,F2,0.995,1,1,0,0.0725,0.0,1.0,0.0,0.0,32.0
valve1\12.csv,F2,0.999,1,1,0,0.0725,0.0,1.0,0.0,0.0,32.0
valve1\12.csv,F3,0.9,1,0,1,0.0725,81.0,0.0,13.793103448275863,0.3103448275862069,
valve1\12.csv,F3,0.99,1,0,1,0.0725,65.0,0.0,13.793103448275863,0.24904214559386972,
valve1\12.csv,F3,0.995,1,0,1,0.0725,63.999999999999986,0.0,13.793103448275863,0.24521072796934865,
valve1\12.csv,F3,0.999,1,0,1,0.0725,62.0,0.0,13.793103448275863,0.23754789272030652,
valve1\13.csv,F0,0.9,1,0,0,0.0725,0.0,0.0,0.0,0.0,
valve1\13.csv,F0,0.99,1,0,0,0.0725,0.0,0.0,0.0,0.0,
valve1\13.csv,F0,0.995,1,0,0,0.0725,0.0,0.0,0.0,0.0,
valve1\13.csv,F0,0.999,1,0,0,0.0725,0.0,0.0,0.0,0.0,
valve1\13.csv,F2,0.9,1,0,1,0.0725,63.999999999999986,0.0,13.793103448275863,0.24521072796934865,
valve1\13.csv,F2,0.99,1,1,0,0.0725,0.0,1.0,0.0,0.0,184.0
valve1\13.csv,F2,0.995,1,1,0,0.0725,0.0,1.0,0.0,0.0,184.0
valve1\13.csv,F2,0.999,1,1,0,0.0725,0.0,1.0,0.0,0.0,184.0
valve1\13.csv,F3,0.9,1,0,1,0.0725,51.0,0.0,13.793103448275863,0.19540229885057472,
valve1\13.csv,F3,0.99,1,0,1,0.0725,12.0,0.0,13.793103448275863,0.04597701149425287,
valve1\13.csv,F3,0.995,1,0,1,0.0725,12.0,0.0,13.793103448275863,0.04597701149425287,
valve1\13.csv,F3,0.999,1,0,1,0.0725,10.999999999999998,0.0,13.793103448275863,0.0421455938697318,
valve1\14.csv,F0,0.9,1,0,0,0.07222222222222222,0.0,0.0,0.0,0.0,
valve1\14.csv,F0,0.99,1,0,0,0.07222222222222222,0.0,0.0,0.0,0.0,
valve1\14.csv,F0,0.995,1,0,0,0.07222222222222222,0.0,0.0,0.0,0.0,
valve1\14.csv,F0,0.999,1,0,0,0.07222222222222222,0.0,0.0,0.0,0.0,
valve1\14.csv,F2,0.9,1,1,1,0.07222222222222222,42.99999999999999,1.0,13.846153846153847,0.16538461538461538,5.0
valve1\14.csv,F2,0.99,1,1,1,0.07222222222222222,40.99999999999999,1.0,13.846153846153847,0.1576923076923077,153.0
valve1\14.csv,F2,0.995,1,1,1,0.07222222222222222,40.0,1.0,13.846153846153847,0.15384615384615385,153.0
valve1\14.csv,F2,0.999,1,1,1,0.07222222222222222,38.0,1.0,13.846153846153847,0.14615384615384616,153.0
valve1\14.csv,F3,0.9,1,1,0,0.07222222222222222,0.0,1.0,0.0,0.0,29.0
valve1\14.csv,F3,0.99,1,1,0,0.07222222222222222,0.0,1.0,0.0,0.0,334.0
valve1\14.csv,F3,0.995,1,1,0,0.07222222222222222,0.0,1.0,0.0,0.0,335.0
valve1\14.csv,F3,0.999,1,0,0,0.07222222222222222,0.0,0.0,0.0,0.0,
valve1\15.csv,F0,0.9,1,0,0,0.07388888888888889,0.0,0.0,0.0,0.0,
valve1\15.csv,F0,0.99,1,0,0,0.07388888888888889,0.0,0.0,0.0,0.0,
valve1\15.csv,F0,0.995,1,0,0,0.07388888888888889,0.0,0.0,0.0,0.0,
valve1\15.csv,F0,0.999,1,0,0,0.07388888888888889,0.0,0.0,0.0,0.0,
valve1\15.csv,F2,0.9,1,1,0,0.07388888888888889,224.0,1.0,0.0,0.8421052631578947,-52.0
valve1\15.csv,F2,0.99,1,1,0,0.07388888888888889,45.0,1.0,0.0,0.16917293233082706,-52.0
