file,method,quantile,recall,fp_per_hour,tia,delay
valve2\0.csv,F0,0.995,0.0,0.0,0.0,
valve2\0.csv,F0,0.999,0.0,0.0,0.0,
valve2\0.csv,F2,0.9,1.0,0.0,0.0,230.0
valve2\0.csv,F2,0.99,0.0,0.0,0.0,
valve2\0.csv,F2,0.995,0.0,0.0,0.0,
valve2\0.csv,F2,0.999,0.0,0.0,0.0,
valve2\0.csv,F3,0.9,1.0,0.0,0.0,260.0
valve2\0.csv,F3,0.99,1.0,0.0,0.0,267.0
valve2\0.csv,F3,0.995,1.0,0.0,0.0,268.0
valve2\0.csv,F3,0.999,1.0,0.0,0.0,268.0
valve2\1.csv,F0,0.9,0.0,0.0,0.0,
valve2\1.csv,F0,0.99,0.0,0.0,0.0,
valve2\1.csv,F0,0.995,0.0,0.0,0.0,
valve2\1.csv,F0,0.999,0.0,0.0,0.0,
valve2\1.csv,F2,0.9,1.0,0.0,0.0,34.0
valve2\1.csv,F2,0.99,0.0,0.0,0.0,
valve2\1.csv,F2,0.995,0.0,0.0,0.0,
valve2\1.csv,F2,0.999,0.0,0.0,0.0,
valve2\1.csv,F3,0.9,0.0,14.399999999999999,0.24,
valve2\1.csv,F3,0.99,0.0,14.399999999999999,0.184,
valve2\1.csv,F3,0.995,0.0,14.399999999999999,0.184,
valve2\1.csv,F3,0.999,0.0,14.399999999999999,0.184,
valve2\2.csv,F0,0.9,0.0,0.0,0.0,
valve2\2.csv,F0,0.99,0.0,0.0,0.0,
valve2\2.csv,F0,0.995,0.0,0.0,0.0,
valve2\2.csv,F0,0.999,0.0,0.0,0.0,
valve2\2.csv,F2,0.9,0.0,14.173228346456694,0.25984251968503935,
valve2\2.csv,F2,0.99,1.0,0.0,0.16535433070866143,-54.0
valve2\2.csv,F2,0.995,1.0,0.0,0.16141732283464566,-54.0
valve2\2.csv,F2,0.999,1.0,0.0,0.16141732283464566,-54.0
valve2\2.csv,F3,0.9,0.0,14.173228346456694,0.1732283464566929,
valve2\2.csv,F3,0.99,0.0,0.0,0.0,
valve2\2.csv,F3,0.995,0.0,0.0,0.0,
valve2\2.csv,F3,0.999,0.0,0.0,0.0,
valve2\3.csv,F0,0.9,0.0,0.0,0.0,
valve2\3.csv,F0,0.99,0.0,0.0,0.0,
valve2\3.csv,F0,0.995,0.0,0.0,0.0,
valve2\3.csv,F0,0.999,0.0,0.0,0.0,
valve2\3.csv,F2,0.9,1.0,0.0,0.15,-18.0
valve2\3.csv,F2,0.99,1.0,0.0,0.0,44.0
valve2\3.csv,F2,0.995,0.0,0.0,0.0,
valve2\3.csv,F2,0.999,0.0,0.0,0.0,
valve2\3.csv,F3,0.9,0.0,0.0,0.0,
valve2\3.csv,F3,0.99,0.0,0.0,0.0,
valve2\3.csv,F3,0.995,0.0,0.0,0.0,
valve2\3.csv,F3,0.999,0.0,0.0,0.0,
