events,hit,recall,fp_events,healthy_hours,fp_per_hour,time_in_alarm,delay_median,file,method,cal_mode,flagged,cal_len
1,1,1.0,1,0.1,10.0,0.13333333333333333,144.0,valve1\14.csv,F2,fixed,0,260
1,1,1.0,0,0.1,0.0,0.8888888888888888,-149.0,valve1\14.csv,F3,fixed,0,260
1,0,0.0,0,0.10166666666666667,0.0,0.0,,valve1\15.csv,F0,fixed,0,260
1,0,0.0,1,0.10166666666666667,9.836065573770492,0.0,,valve1\15.csv,F2,fixed,0,260
1,1,1.0,0,0.10166666666666667,0.0,0.8907103825136612,-154.0,valve1\15.csv,F3,fixed,0,260
1,0,0.0,0,0.09944444444444445,0.0,0.0,,valve1\2.csv,F0,fixed,0,260
1,0,0.0,3,0.09944444444444445,30.167597765363126,0.24581005586592178,,valve1\2.csv,F2,fixed,0,260
1,1,1.0,0,0.09944444444444445,0.0,0.888268156424581,-146.0,valve1\2.csv,F3,fixed,0,260
1,0,0.0,0,0.10111111111111111,0.0,0.0,,valve1\3.csv,F0,fixed,0,260
1,1,1.0,0,0.10111111111111111,0.0,0.13736263736263737,-36.0,valve1\3.csv,F2,fixed,0,260
1,1,1.0,0,0.10111111111111111,0.0,0.8901098901098901,-153.0,valve1\3.csv,F3,fixed,0,260
1,0,0.0,0,0.10166666666666667,0.0,0.0,,valve1\4.csv,F0,fixed,0,260
1,1,1.0,2,0.10166666666666667,19.672131147540984,0.18579234972677597,-28.0,valve1\4.csv,F2,fixed,0,260
1,1,1.0,0,0.10166666666666667,0.0,0.8907103825136612,-153.0,valve1\4.csv,F3,fixed,0,260
1,0,0.0,0,0.10305555555555555,0.0,0.0,,valve1\5.csv,F0,fixed,0,260
1,1,1.0,2,0.10305555555555555,19.40700808625337,0.11590296495956873,76.0,valve1\5.csv,F2,fixed,0,260
1,1,1.0,0,0.10305555555555555,0.0,0.8921832884097035,-157.0,valve1\5.csv,F3,fixed,0,260
1,0,0.0,0,0.1025,0.0,0.0,,valve1\6.csv,F0,fixed,0,260
1,1,1.0,2,0.1025,19.51219512195122,0.8943089430894309,-198.0,valve1\6.csv,F2,fixed,0,260
1,1,1.0,0,0.1025,0.0,0.8915989159891599,-156.0,valve1\6.csv,F3,fixed,0,260
1,0,0.0,0,0.08583333333333333,0.0,0.0,,valve1\7.csv,F0,fixed,0,260
1,1,1.0,1,0.08583333333333333,11.650485436893204,0.27184466019417475,-3.0,valve1\7.csv,F2,fixed,0,260
1,1,1.0,0,0.08583333333333333,0.0,0.8705501618122977,-158.0,valve1\7.csv,F3,fixed,0,260
1,0,0.0,0,0.10111111111111111,0.0,0.0,,valve1\8.csv,F0,fixed,0,260
1,0,0.0,1,0.10111111111111111,9.89010989010989,0.32967032967032966,,valve1\8.csv,F2,fixed,0,260
1,1,1.0,0,0.10111111111111111,0.0,0.8901098901098901,-152.0,valve1\8.csv,F3,fixed,0,260
1,0,0.0,0,0.10166666666666667,0.0,0.0,,valve1\9.csv,F0,fixed,0,260
1,1,1.0,0,0.10166666666666667,0.0,0.0,9.0,valve1\9.csv,F2,fixed,0,260
1,1,1.0,0,0.10166666666666667,0.0,0.8907103825136612,-154.0,valve1\9.csv,F3,fixed,0,260
1,0,0.0,0,0.0975,0.0,0.0,,valve2\0.csv,F0,fixed,0,260
1,1,1.0,0,0.0975,0.0,0.0,349.0,valve2\0.csv,F2,fixed,0,260
1,1,1.0,0,0.0975,0.0,0.886039886039886,-142.0,valve2\0.csv,F3,fixed,0,260
1,0,0.0,0,0.09722222222222222,0.0,0.0,,valve2\1.csv,F0,fixed,0,260
1,0,0.0,0,0.09722222222222222,0.0,0.0,,valve2\1.csv,F2,fixed,0,260
1,1,1.0,0,0.09722222222222222,0.0,0.8857142857142857,-140.0,valve2\1.csv,F3,fixed,0,260
1,0,0.0,0,0.09833333333333333,0.0,0.0,,valve2\2.csv,F0,fixed,0,260
1,0,0.0,0,0.09833333333333333,0.0,0.0,,valve2\2.csv,F2,fixed,0,260
1,1,1.0,0,0.09833333333333333,0.0,0.8870056497175142,-145.0,valve2\2.csv,F3,fixed,0,260
1,0,0.0,0,0.06111111111111111,0.0,0.0,,valve2\3.csv,F0,fixed,0,260
1,0,0.0,0,0.06111111111111111,0.0,0.0,,valve2\3.csv,F2,fixed,0,260
1,1,1.0,0,0.06111111111111111,0.0,0.8181818181818182,-144.0,valve2\3.csv,F3,fixed,0,260
